Unnamed: 0,f__,f__Acetobacteraceae,f__Acidobacteriaceae,f__Actinomycetaceae,f__Aerococcaceae,f__Aeromonadaceae,f__Alcaligenaceae,f__Alicyclobacillaceae,f__Anaeroplasmataceae,f__Aquificaceae,f__BS11,f__Bacillaceae,f__Bacteroidaceae,f__Beijerinckiaceae,f__Bifidobacteriaceae,f__Brachyspiraceae,f__Bradyrhizobiaceae,f__Brevibacteriaceae,f__Brucellaceae,f__Burkholderiaceae,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Comamonadaceae,f__Coriobacteriaceae,f__Corynebacteriaceae,f__Cytophagaceae,f__Dehalobacteriaceae,f__Deinococcaceae,f__Dermabacteraceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dietziaceae,f__Ellin6075,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelotrichaceae,f__Erythrobacteraceae,f__EtOH8,f__Eubacteriaceae,f__F16,f__Flavobacteriaceae,f__Fusobacteriaceae,f__Gemellaceae,f__Geodermatophilaceae,f__Gordoniaceae,f__Halanaerobiaceae,f__Halomonadaceae,f__Helicobacteraceae,f__Hyphomicrobiaceae,f__Iamiaceae,f__Intrasporangiaceae,f__Kineosporiaceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__Leuconostocaceae,f__Listeriaceae,f__Methylobacteriaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Moraxellaceae,f__Neisseriaceae,f__Nitrospiraceae,f__Nocardiaceae,f__Nocardioidaceae,f__Oxalobacteraceae,f__Paenibacillaceae,f__Pasteurellaceae,f__Peptococcaceae,f__Peptostreptococcaceae,f__Phyllobacteriaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Prevotellaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pseudonocardiaceae,f__RF16,f__Rhizobiaceae,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rhodospirillaceae,f__Rikenellaceae,f__Rs-045,f__Ruminococcaceae,f__S24-7,f__Shewanellaceae,f__Sinobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Spirochaetaceae,f__Sporichthyaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Succinivibrionaceae,f__Synergistaceae,f__Turicibacteraceae,f__Veillonellaceae,f__Verrucomicrobiaceae,f__Victivallaceae,f__Xanthobacteraceae,f__Xanthomonadaceae,f__mitochondria,f__[Barnesiellaceae],f__[Cerasicoccaceae],f__[Mogibacteriaceae],f__[Odoribacteraceae],f__[Paraprevotellaceae],f__[Tissierellaceae],f__[Weeksellaceae]
HMP2_J45266_1_ST_T0_B0_0120_ZOZOW1T-6024_APATM,1600,0,0,1,0,0,216,0,0,0,0,0,12386,0,0,0,0,0,0,0,0,0,0,0,0,16,335,0,9,0,0,0,0,1,2,95,0,0,0,0,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2386,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,1,1,0,0,291,0,0,0,0,0,0,0,0,0,154,0,3901,196,0,0,0,0,0,0,3,0,0,0,0,215,0,7,0,0,0,27,0,3,24,520,0,0
HMP2_J45307_1_ST_T0_B0_0120_ZVNCGHM-6022_APB4D,978,0,0,0,0,0,112,0,0,0,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,17,0,0,0,0,0,0,0,0,0,3,0,60,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,44,0,0,35,6,0,0,0,0,0,0,0,0,228,0,11055,10,0,0,0,0,0,0,2,3,0,0,45,60,12,40,0,0,0,0,0,2,2,486,0,0
HMP2_J28570_1_ST_T0_B0_0120_ZN3TBJM-07_B44V8,429,0,0,1,0,0,30,0,0,0,0,0,6839,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,81,0,0,0,0,0,0,0,0,131,0,488,0,0,0,0,0,0,0,0,2,0,0,0,33,34,0,0,0,0,45,0,2,10,0,0,0
HMP2_J45252_1_ST_T0_B0_0120_ZOZOW1T-4024-1_APAJ2,1833,0,0,0,0,0,135,0,0,0,0,0,5369,0,0,0,0,0,0,0,0,0,1,0,0,145,31,0,22,0,0,1,0,0,19,2,0,0,0,0,8,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,110,3,0,0,0,0,0,0,0,0,324,0,2132,7,0,0,0,0,0,0,0,0,0,0,2,159,0,74,0,0,0,60,0,4,31,832,0,0
HMP2_J45181_1_ST_T0_B0_0120_ZOZOW1T-7015-1_APATM,889,0,0,0,0,0,284,0,0,0,0,0,13416,0,0,0,0,0,0,0,0,0,0,0,0,14,52,0,8,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,4,0,0,174,0,0,0,0,0,0,0,0,0,219,0,3014,158,0,0,0,0,0,0,0,0,0,0,2,170,0,21,0,0,0,26,0,0,28,331,0,0
HMP2_J43824_1_ST_T0_B0_0120_ZX52KVK-1022_ANBEN,1120,0,0,0,0,0,14,0,0,0,0,0,461,0,0,0,0,0,0,0,2,0,0,0,0,228,52,0,21,0,0,0,0,0,3,0,0,0,2,0,220,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,67,0,0,0,0,0,0,0,0,0,452,0,2786,0,0,0,0,0,0,0,0,5,0,1,0,72,623,0,0,0,0,11,0,14,36,0,0,0
HMP2_J08162_1_ST_T0_B0_0120_ZOZOW1T-6015,2796,0,0,0,0,0,208,0,0,0,0,0,20129,0,0,0,0,0,0,0,0,0,0,0,0,114,270,0,27,0,0,0,0,0,20,0,0,0,1,0,311,0,6,0,0,0,0,0,0,0,74,0,0,0,0,0,0,5881,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,1,21,0,0,587,2,0,0,0,0,0,0,0,0,1092,0,5996,0,0,0,0,0,0,0,0,1,0,0,15,195,1053,110,0,0,0,135,0,12,93,1048,0,0
HMP2_J43825_1_ST_T0_B0_0120_ZX52KVK-1032_ANBEN,476,0,0,1,0,0,66,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,8,0,0,0,0,0,3,0,0,0,1,0,106,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,222,0,0,0,0,0,0,0,0,0,292,0,2354,0,0,0,0,0,0,0,0,2,0,2,0,83,40,1,0,0,0,12,0,10,29,0,0,0
HMP2_J45614_1_ST_T0_B0_0120_ZUL3S6O-6013_APAJ2,846,0,0,4,0,0,394,0,0,0,0,0,1779,0,0,0,0,0,0,1,0,0,0,0,0,1,54,0,51,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1349,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,1,0,0,0,0,0,0,0,0,116,0,3610,0,0,0,0,0,0,0,0,31,0,0,9,534,0,0,0,0,0,73,0,2,7,105,0,0
HMP2_J79987_1_ST_T0_B0_0120_ZR3WH7V-04_B86HB,1711,0,0,0,0,0,604,0,0,0,0,0,14921,0,0,0,0,0,0,0,1,0,0,0,0,2,37,0,165,0,0,0,0,0,5,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,2,0,0,0,0,0,0,0,0,274,0,4392,1037,0,0,0,0,0,0,0,8,0,0,0,114,0,0,0,0,0,28,0,5,9,1,0,0
HMP2_J79932_1_ST_T0_B0_0120_ZLZNCLZ-13_B64B9,606,0,0,0,0,0,142,0,0,0,0,0,8649,0,0,0,0,0,0,0,0,0,1,0,0,3,51,0,5,0,0,0,0,0,5,0,0,0,7,0,73,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,1916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,312,7,0,0,0,0,0,0,0,0,751,0,4684,0,0,0,0,0,0,0,0,77,0,0,3,25,0,0,0,0,0,745,0,11,150,0,2,0
HMP2_J16516_1_ST_T0_B0_0120_ZOZOW1T-83_AF11U,1175,0,0,0,0,0,25,0,0,0,0,0,13124,0,0,0,0,0,0,0,0,0,0,0,0,108,107,0,19,0,0,0,0,0,1,2,0,0,0,0,97,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1796,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,0,652,0,0,0,0,0,0,0,0,0,313,0,2707,2,0,0,0,0,0,0,0,1,0,0,0,7,47,46,0,0,0,11,0,10,35,333,1,0
HMP2_J45333_1_ST_T0_B0_0120_ZYU89T9-02_APB4D,1134,0,0,0,0,0,0,0,0,0,0,0,3559,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,131,0,0,0,0,0,0,0,0,0,1,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8876,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,0,5381,112,0,0,0,0,0,0,0,123,0,0,0,38,1,0,0,0,0,0,0,14,0,0,0,0
HMP2_J09153_1_ST_T0_B0_0120_ZYHHR4Z-02_ADM3N,373,0,0,0,0,0,179,0,0,0,0,0,10257,0,0,0,0,0,0,0,0,0,0,0,0,4,63,0,38,1,0,0,0,0,7,0,0,0,2297,0,10,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,91,0,0,0,0,0,0,0,0,0,1736,0,434,35,0,0,0,0,0,0,0,1,0,0,2,90,589,0,0,0,0,67,0,15,134,0,0,0
HMP2_J79941_1_ST_T0_B0_0120_ZL9BTWF-6031_B64B9,756,0,0,0,0,0,1080,0,0,0,0,0,9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,1,0,0,0,0,0,0,0,0,68,0,185,0,0,0,0,0,0,0,0,1,0,0,0,489,0,0,0,0,0,0,0,3,71,0,0,0
HMP2_J45231_1_ST_T0_B0_0120_ZOZOW1T-1022_APATM,2259,0,0,0,0,0,316,0,0,0,0,0,6101,0,0,0,0,0,0,0,25,0,0,0,0,61,55,0,34,0,0,0,0,0,3,4,0,0,3,0,43,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2651,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,338,197,0,0,0,0,0,0,0,0,434,0,6021,51,0,0,0,0,0,0,0,1,0,0,4,234,6,33,0,0,0,367,0,4,168,51,10,0
HMP2_J15238_1_ST_T0_B0_0120_ZW61YGW-02_AELNK,964,0,0,0,0,0,1,0,0,0,0,0,4954,0,2,0,0,0,0,0,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,109,7,18,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,7843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,3312,1,0,0,0,0,0,0,0,0,7,0,2024,0,0,0,0,0,0,0,0,2,0,0,2,33,0,0,0,0,1,0,0,1,10,0,0,0
HMP2_J80068_1_ST_T0_B0_0120_ZKFV71L-07_B86HB,4311,0,0,2,0,0,271,0,0,0,0,0,18445,0,1,0,0,0,0,0,2,0,2,0,0,112,290,0,142,0,0,0,0,0,2,0,0,0,2,0,294,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11655,4,1,0,0,0,0,1,0,1,0,0,0,33,0,5,6,0,0,0,763,2,0,2,0,0,0,0,0,0,1034,0,15489,789,0,0,0,0,0,0,0,103,0,0,0,415,100,0,0,0,0,102,0,7,104,2,0,0
HMP2_J80021_1_ST_T0_B0_0120_ZQFL1P3-03_B86HB,9035,0,0,0,0,0,106,0,0,0,0,0,8905,0,0,0,0,0,0,0,22,0,1,0,0,26,155,0,435,0,0,0,0,0,3,0,0,0,24,0,40,0,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4953,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,16,0,0,232,3,0,0,0,0,0,0,0,0,1044,0,9453,347,0,0,0,0,0,0,0,15,0,0,5,237,95,20,0,0,0,602,0,17,271,0,13,0
HMP2_J45530_1_ST_T0_B0_0120_ZUL3S6O-6025_APA62,2703,0,0,2,0,0,107,0,0,0,0,0,9815,0,0,0,0,0,0,0,0,0,0,0,0,15,215,0,40,0,0,0,0,0,7,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112,0,0,554,5,0,0,0,0,0,0,0,0,1668,0,10971,0,0,0,0,0,0,0,0,124,0,0,24,223,0,0,0,0,0,1844,0,28,46,913,0,0
HMP2_J45484_1_ST_T0_B0_0120_ZLPZS0H-10_APA62,3732,0,0,1,0,0,0,0,0,0,0,0,49210,0,0,0,0,0,0,0,0,0,2,0,0,0,63,0,24,0,0,0,0,0,0,0,0,0,5,0,1529,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,3,0,0,0,0,0,0,0,0,2079,0,7915,0,0,0,0,0,0,0,0,144,0,0,0,170,0,0,0,0,0,486,0,6,3,1,0,0
HMP2_J79988_1_ST_T0_B0_0120_ZW61YGW-08_B86HB,3812,0,0,0,0,0,880,0,0,0,0,0,35753,0,0,0,0,0,0,0,1,0,0,0,0,0,125,4,23,0,0,0,0,0,0,0,0,0,8,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7741,1,0,0,0,0,0,0,0,0,1519,0,8114,0,0,0,0,0,0,0,0,2,0,0,2,332,0,0,0,0,0,1,0,2,458,0,0,0
HMP2_J66943_1_ST_T0_B0_0120_ZN3TBJM-4013_APATM,1493,0,0,0,0,0,1244,0,0,0,0,0,6878,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,25,0,0,0,0,0,3,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,57,0,0,0,0,0,0,0,0,497,0,5904,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,153,0,1,70,0,0,0
HMP2_J16513_1_ST_T0_B0_0120_ZOZOW1T-70_AF11U,1592,0,0,0,0,0,52,0,0,0,0,0,11639,0,0,0,0,0,0,0,0,0,0,0,0,10,71,0,8,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,668,0,0,0,0,0,0,0,0,0,326,0,1323,14,0,0,0,0,0,0,0,1,0,0,10,10,46,7,0,0,0,200,0,6,24,86,0,0
HMP2_J45339_1_ST_T0_B0_0120_ZYHHR4Z-01_APB4D,607,0,0,0,0,0,60,0,0,0,0,0,4440,0,0,0,0,0,0,0,11,0,0,0,0,34,371,0,1016,1,0,0,0,0,8,0,0,0,703,5,141,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1524,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,482,13,0,0,0,0,0,0,0,0,1042,0,5173,36,0,0,0,0,0,0,0,19,0,0,3,288,0,0,0,0,0,27,0,21,263,0,5,0
HMP2_J45196_1_ST_T0_B0_0120_ZOZOW1T-7015_APAJ2,1352,0,0,0,0,0,258,0,0,0,0,0,6556,0,0,0,0,0,0,0,0,0,0,0,0,120,64,0,18,0,0,0,0,0,37,0,0,0,0,0,20,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,417,1,0,0,0,0,0,0,0,0,329,0,3970,6,0,0,0,0,0,0,0,5,0,0,2,152,10,173,0,0,0,59,0,3,38,289,0,0
HMP2_J45219_1_ST_T0_B0_0120_ZOZOW1T-7016-1_APATM,471,0,0,0,0,0,208,0,0,0,0,0,13772,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,150,1,0,0,0,0,0,0,0,0,98,0,1058,37,0,0,0,0,0,0,0,0,0,0,0,102,0,7,0,0,0,28,0,0,23,159,1,0
HMP2_J79959_1_ST_T0_B0_0120_ZTL5S2Y-1032_B64B9,2885,0,0,0,0,0,461,0,0,0,0,0,21451,0,0,0,0,0,0,0,1,0,0,0,0,6,19,0,78,0,0,0,0,0,17,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,2633,0,3369,0,0,0,0,0,0,0,0,0,0,0,5,276,25,0,0,0,0,1153,0,1,86,0,0,0
HMP2_J79905_1_ST_T0_B0_0120_ZR3WH7V-03_B64B9,13879,0,0,0,0,0,92,0,0,0,0,0,6982,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,105,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,152,1,0,0,0,0,0,0,0,0,209,0,2031,8,0,0,0,0,0,0,0,42,0,0,0,92,0,0,0,0,1269,36,0,11,16,0,0,0
HMP2_J45521_1_ST_T0_B0_0120_ZJTKAE3-6013_APA62,328,0,0,0,0,0,237,0,0,0,0,2,15151,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,4,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,5,0,0,0,0,0,0,0,118,0,11960,0,0,0,0,0,0,0,0,2,0,0,0,382,15,0,0,0,0,0,0,4,2,0,0,0
HMP2_J28569_1_ST_T0_B0_0120_ZN3TBJM-06_B44V8,467,0,0,0,0,0,184,0,0,0,0,0,10427,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,0,0,0,0,3,0,131,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226,17,0,0,0,0,0,0,0,0,13,0,834,0,0,0,0,0,0,0,0,5,0,0,0,28,0,0,0,0,0,17,0,1,1,0,0,0
HMP2_J45509_1_ST_T0_B0_0120_ZM7JY3G-08_APA62,836,0,0,0,0,0,181,0,0,0,0,2,18011,0,0,0,0,0,0,0,0,0,0,0,0,8,52,0,150,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,64,0,0,0,7,0,0,0,0,0,0,4445,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,579,988,0,0,0,0,0,0,0,0,212,0,4872,0,0,0,0,0,0,0,0,3,0,0,0,394,0,0,0,0,0,69,0,1,56,1289,0,0
HMP2_J45595_1_ST_T0_B0_0120_ZX52KVK-2022-AL2_APAJ2,487,0,0,0,0,0,229,0,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,12,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,445,0,0,0,0,0,0,0,0,0,268,0,2244,0,0,0,0,0,0,0,0,1,0,0,0,77,296,4,0,0,0,21,0,2,21,0,0,0
HMP2_J45636_1_ST_T0_B0_0120_ZY39SN0-06_APAJ2,145,0,0,0,0,0,544,0,0,0,0,0,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,16,0,0,0,0,0,3,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,13347,0,0,0,0,0,0,0,0,109,0,1217,0,0,0,0,0,0,0,0,0,0,0,3,77,0,20,0,0,0,29,0,1,27,1,0,0
HMP2_J45168_1_ST_T0_B0_0120_ZOZOW1T-7015-2_APATM,1036,0,0,0,0,0,697,0,0,0,0,1,7688,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0,44,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,235,0,0,0,0,0,0,0,0,0,74,0,4879,132,0,0,0,0,0,0,0,6,0,0,0,126,0,14,0,0,0,11,0,6,6,814,0,0
HMP2_J00850_1_ST_T0_B0_0122_ZL9BTWF-03_AA31J,1929,0,0,2,0,0,664,0,0,0,0,0,2498,0,1,0,0,0,0,0,0,0,0,0,0,8,30,0,159,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3986,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,892,3409,0,1,0,0,0,0,0,0,922,0,5840,0,0,0,0,0,0,0,0,8,0,0,0,1251,1,0,0,0,0,0,0,122,58,0,0,0
HMP2_J28623_1_ST_T0_B0_0120_ZNED4XZ-2012_AVTWA,1168,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,316,0,0,0,0,0,0,0,0,0,6,0,67,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0
HMP2_J80069_1_ST_T0_B0_0120_ZX52KVK-1034_B86HB,5617,0,0,0,0,0,281,0,0,0,0,0,5197,0,0,0,0,0,0,0,0,0,1,0,0,248,216,0,79,0,0,0,0,0,23,0,0,0,0,0,378,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4736,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,3193,2,0,0,0,0,0,0,0,0,2411,0,14919,7,0,0,0,0,0,0,0,1,0,9,0,443,496,4,0,0,0,215,0,29,292,1,0,0
HMP2_J45408_1_ST_T0_B0_0120_ZN9YTFN-04_APB4D,949,0,0,0,0,0,179,0,0,0,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,27,211,0,71,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,73,3562,1,0,0,3,0,0,0,0,387,0,9802,0,0,0,0,0,0,0,0,3,0,0,0,352,55,0,0,0,0,0,0,10,37,0,0,0
HMP2_J28602_1_ST_T0_B0_0120_ZOZOW1T-61-AL1_AL5DH,643,0,0,0,0,0,40,0,0,0,0,0,2020,0,0,0,0,0,0,0,1,0,0,0,0,4,46,0,20,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,96,0,1603,0,0,0,0,0,0,0,0,0,0,0,1,14,1,6,0,0,0,28,0,5,13,164,0,0
HMP2_J45647_1_ST_T0_B0_0120_ZYXQKWY-05_APAJ2,700,0,0,0,0,0,0,0,0,0,0,0,5986,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,3,0,0,0,0,0,1,0,0,0,297,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4409,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,130,13,0,0,0,0,0,0,0,0,221,0,2606,0,0,0,0,0,0,0,1,2,0,0,0,273,18,0,0,0,0,0,0,9,23,0,0,0
HMP2_J66984_1_ST_T0_B0_0120_ZYHHR4Z-07_APATM,859,0,0,1,0,0,77,0,0,0,0,0,3653,0,2,0,0,0,0,0,2,0,1,0,0,8,178,0,11250,1,0,0,0,0,1,0,0,0,160,0,69,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2632,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,55,5,0,0,0,0,0,0,0,0,1209,0,3471,30,0,0,0,0,0,0,1,9,0,0,0,291,0,0,0,0,0,7,0,25,206,0,2,0
HMP2_J79830_1_ST_T0_B0_0120_ZTL8083-02_B64B9,1729,0,0,1,0,0,737,0,0,0,0,0,8767,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,496,0,0,0,0,0,57,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,4,0,0,2814,68,0,0,0,0,0,0,0,0,3167,0,4749,1,0,0,0,0,0,0,0,5,0,0,16,1378,488,0,0,0,0,0,0,5,210,15,0,0
HMP2_J45211_1_ST_T0_B0_0120_ZOZOW1T-6042-1_APATM,1156,0,0,1,0,0,79,0,0,0,0,0,5607,0,0,0,0,0,0,0,0,0,0,0,0,104,46,0,22,0,0,1,0,0,3,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,220,0,0,0,0,0,0,0,0,0,326,0,5179,1,0,0,0,0,0,0,0,1,0,0,2,144,0,18,0,0,0,26,0,5,29,612,0,0
HMP2_J05393_1_ST_T0_B0_0120_ZOZOW1T-56ST_AAH7B,2757,0,0,0,22,0,378,0,0,0,0,0,5930,0,10,0,0,0,0,1,2,0,0,0,0,54,461,1,356,12,0,0,0,1,45,0,0,0,1,0,1058,0,7,0,0,0,0,0,0,1,203,0,0,0,0,0,0,7436,0,0,0,0,0,0,1,1,0,0,0,0,7,0,3,1,67,0,0,362,2,23,2,0,0,0,0,0,0,1258,0,8458,0,0,0,0,0,0,0,3,6,0,0,6,91,12,5,0,0,0,653,0,61,168,369,6,1
HMP2_J45156_1_ST_T0_B0_0120_ZOZOW1T-6041B_APATM,1962,0,0,0,0,0,353,0,0,0,0,0,5244,0,0,0,0,0,0,0,0,0,0,0,0,256,338,0,80,0,0,0,0,0,7,1,0,0,1,0,6,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1751,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,216,0,0,0,0,0,0,0,0,0,324,0,3876,3,0,0,0,0,0,0,0,4,0,0,2,160,0,941,0,0,0,51,0,5,55,301,0,0
